url,status
https://gooаle.com/verify,danger
https://rosreestr.gov.ru/login,safe
tg://resolve?domain=lottery_bot&start=vip_59009,suspicious
https://eldorado.ru/wishlist,safe
https://uxZEOQ.ga/VESTCT.scr,danger
https://KdrL0P.ga/H0A2TV.scr,danger
https://landex.ru/secure,danger
bank://payment?receiver=79005955775&amount=40000,suspicious
https://tinkoff.ru/help,safe
bank://payment?receiver=79004888036&amount=20000,suspicious
https://3i5tyM.top/suZHRs.jar,danger
ton://transfer?address=EQjk5Gz8N2TY6nLDDnziKVMFkQ5KexibG4QZLl3L2GUfO3Ha&amount=500,suspicious
sber://transfer?account=79003198597&sum=5000,suspicious
ton://transfer?address=EQT30NYJVncq3HOjy3K1iFfwao78QUijJJ2jT6cVoqoPGXy4&amount=10,suspicious
https://rshb.ru/support,safe
https://g0ogle.com/auth,danger
https://sberbank.ru/login,safe
ton://transfer?address=EQ2zLQpyvsXiL2F0HtTInnSQ5iS8lHNSVIK6SP3H2Aagxddq&amount=50,suspicious
https://IKTkQI.ml/86PWtz.exe,danger
https://rosbank.ru/payments,safe
https://clck.ru/9CXu07dW,suspicious
https://аail.ru/account,danger
https://Nb5Zql.xyz/V5vliO.apk,danger
https://instagram.com/profile,safe
https://mos.ru/login,safe
https://bVsrHk.cf/JVEFJq.vbs,danger
https://cSbvgX.xyz/pkjI7o.bat,danger
https://WlU2rc.ga/Jg8r9H.bat,danger
whatsapp://send?phone=79003893931&text=Get%20bonus%20now,suspicious
bank://payment?receiver=79004502118&amount=75000&reason=refund,suspicious
https://0oRaFx.gq/N54OaG.bat,danger
ton://transfer?address=EQ8QjdWmHwCMPInOyFXRQcxzWQ7dUm11BnNRwKTmSlB8e7Th&amount=10,suspicious
https://vk.com,safe
sber://transfer?account=79009307774&sum=100000&comment=refund,suspicious
https://gosusluoi.ru/auth,danger
https://qr.nspk.ru/BD100021S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://rshb.ru/payments,safe
https://raiffeisen.ru/profile?section=settings&lang=ru,safe
https://ozon.ru/catalog,safe
https://qr.nspk.ru/BD100011S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://rosbank.ru,safe
https://qr.nspk.ru/BD100043S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000222,safe
https://tiikoff.ru/secure,danger
https://dns-shop.ru/orders,safe
bank://payment?receiver=79008673026&amount=3000,suspicious
tg://resolve?domain=gift_bot&start=win_82264,suspicious
tg://resolve?domain=lottery_bot&start=ref_93284,suspicious
https://twitter.com/search,safe
whatsapp://send?phone=79005832081&text=Urgent%20payment%20required,suspicious
https://facebook.com/search,safe
https://m6il.ru/account,danger
https://dns-shop.ru,safe
whatsapp://send?phone=79002697728&text=You%20won%2050000%20rubles,suspicious
https://goo6le.com/account,danger
bank://payment?receiver=79005939912&amount=30000&reason=prize,suspicious
https://vtа.ru/verify,danger
https://ok.ru/login,safe
https://sberblnk.ru/secure,danger
https://gazprombank.ru/payments,safe
whatsapp://send?phone=79001296946&text=Bonus%206927,suspicious
https://maia.ru/auth,danger
https://tenkoff.ru/auth,danger
https://sierbank.ru/account,danger
https://xn--sbrbank-8gg.ru/transfer,danger
whatsapp://send?phone=79005300945&text=Limited%20time%20offer,suspicious
https://аosuslugi.ru/auth,danger
https://fss.gov.ru/support,safe
https://googl1.com/secure,danger
https://kremlin.ru/faq,safe
https://vtb.ru/credits,safe
https://pfr.gov.ru/services,safe
https://mael.ru/auth,danger
https://wildberries.ru/search?q=phone,safe
bank://payment?receiver=79008083762&amount=100000&reason=bonus,suspicious
https://oqXKXm.ml/HO4Zek.scr,danger
https://rshb.ru/online,safe
https://dns-shop.ru/product/abc123?city=moscow&stock=available,safe
https://youtube.com/news,safe
tg://resolve?domain=promo_bot&start=prize_14334,suspicious
https://alоabank.ru/login,danger
https://dVOoT0.ml/4k2k59.bat,danger
https://gosuslugl.ru/auth,danger
https://sberbank.ru/profile,safe
https://googli.com/verify,danger
tg://resolve?domain=bonus_bot&start=gift_74066,suspicious
https://alfabank.ru/help,safe
https://rshb.ru/offers,safe
https://open.ru/profile,safe
ton://transfer?address=EQ8fryPzmaR4ITIKvYo7CzakFIFvhFpHXpBxDpvWQ31DpxWn&amount=50,suspicious
https://yоndex.ru/account,danger
tg://resolve?domain=prize_bot&start=gift_31432,suspicious
whatsapp://send?phone=79005896411&text=Limited%20time%20offer,suspicious
https://v6b.ru/account,danger
https://raiffeisen.ru/online,safe
https://qr.nspk.ru/BD100042S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000111,safe
https://аinkoff.ru/verify,danger
https://mvideo.ru/catalog,safe
https://qr.nspk.ru/BD100037S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://alfa0ank.ru/account,danger
https://qr.nspk.ru/BD100024S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://qr.nspk.ru/BD100048S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000222,safe
https://ma1l.ru/login,danger
https://аandex.ru/signin,danger
https://alfabanе.ru/verify,danger
whatsapp://send?phone=79001662631&text=Get%20bonus%20now,suspicious
https://xQEKoN.cf/paX3Qj.bat,danger
https://rosreestr.gov.ru/profile,safe
https://clck.ru/hVpVB,suspicious
https://eCcwrN.top/fKxJ7T.apk,danger
https://ow.ly/DNwU3,suspicious
https://dns-shop.ru/support,safe
https://market.yandex.ru/wishlist,safe
ton://transfer?address=EQHtEp1cgknp0fUqwIYvzvQLJOH8ruFWBeMC71N5ALz4evtO&amount=100,suspicious
bank://payment?receiver=79004595620&amount=3000,suspicious
https://VfxIda.tk/f0Nu88.vbs,danger
https://ozon.ru/checkout,safe
https://LvNMQS.xyz/QigMcW.apk,danger
https://raiffeisen.ru/support,safe
bank://payment?receiver=79001012083&amount=7000,suspicious
https://GYqyxz.gq/pRsZe9.msi,danger
https://gazprombank.ru/support,safe
https://vt6.ru/account,danger
whatsapp://send?phone=79003662618&text=You%20won%2050000%20rubles,suspicious
https://eldorado.ru/account,safe
bank://payment?receiver=79005799162&amount=30000&reason=refund,suspicious
https://fss.gov.ru/profile,safe
https://0andex.ru/auth,danger
https://fss.gov.ru/appeal,safe
ton://transfer?address=EQ0059CIsegSEuhOgM3tBMsKJwtAapnTB0iT2CwsIkL01iHq&amount=10,suspicious
https://xn--yndex-4ve.ru/login,danger
https://pfr.gov.ru/appeal,safe
sberpay://pay?account=79005158533&amount=10000,suspicious
https://slHon1.tk/X4I8Ii.exe,danger
https://Z2cuVi.cf/jlQM3S.apk,danger
https://sberbank.ru/settings,safe
https://google.com/login,safe
https://sberbank.ru/offers,safe
https://tinyurl.com/mTfPm,suspicious
https://gazprombank.ru,safe
https://vtb.ru,safe
https://alfabank.ru/login,safe
https://qr.nspk.ru/BD100046S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000222,safe
https://wKCnMT.top/OsNb90.bat,danger
https://alfabaek.ru/verify,danger
https://leroymerlin.ru/orders,safe
https://ozon.ru/cart,safe
https://g1iwWK.ml/kdTGUD.jar,danger
https://tinkoff.ru/login,safe
https://open.ru/support,safe
https://open.ru/settings,safe
https://nalog.gov.ru/payment,safe
sber://transfer?account=79004508117&sum=1000,suspicious
https://bugzt3.top/QbD7WW.vbs,danger
https://goo.gl/T2MwMtd7,suspicious
https://tinkoff.ru/profile,safe
https://sberbank.ru/payments,safe
https://fjSNTt.ml/f6BVgf.bat,danger
tg://resolve?domain=gift_bot&start=bonus_57235,suspicious
sber://transfer?account=79001260689&sum=150000&comment=bonus,suspicious
https://instagram.com/login,safe
https://gosuslugо.ru/verify,danger
https://qfoIjz.xyz/KsoRRC.msi,danger
https://wildberries.ru/wishlist,safe
https://vtb.ru/login,safe
https://open.ru/accounts,safe
ton://transfer?address=EQjcYmxU0gd651YaRgBbmHmGqDTiRbKPckrWMdOayq0O1b1O&amount=200,suspicious
https://goog6e.com/signin,danger
https://lamoda.ru,safe
https://yanaex.ru/login,danger
https://ozon.ru/search?q=phone,safe
https://xn--yndex-4ve.ru/money,danger
https://instagram.com/news,safe
ton://transfer?address=EQdUc0wFrQLr5xYbjnUX0sNs271O7a2icJyHfnTTn40ilMph&amount=1000,suspicious
https://eldorado.ru/catalog,safe
https://tinkoаf.ru/login,danger
https://leroymerlin.ru/catalog,safe
https://mtsbank.ru/login,safe
https://zzmFLD.top/TdimuP.vbs,danger
https://gazprombank.ru/profile,safe
https://rscAXC.ml/ZEHNJS.scr,danger
https://s8OrJQ.xyz/84UZ3W.exe,danger
https://xn--gsuslugi-nbh.ru/login,danger
https://avito.ru/search?q=phone,safe
https://vtb.ru/settings,safe
https://vtb.ru/help,safe
https://sberiank.ru/login,danger
https://dns-shop.ru/search?q=phone,safe
https://xn--ggle-55da.com/verify,danger
https://sberbank.ru/login?redirect=profile,safe
sber://transfer?account=79007539312&sum=50000&comment=prize,suspicious
sber://transfer?account=79005543600&sum=100000&comment=cashback,suspicious
https://nUIQnx.cf/VKFvbg.bat,danger
https://yaеdex.ru/account,danger
https://xn--tnkoff-pvf.ru/login,danger
https://twitter.com,safe
https://maii.ru/account,danger
sber://transfer?account=79009799818&sum=50000&comment=prize,suspicious
https://5zyxxf.tk/b50OXi.scr,danger
https://tinkoff.ru/credits,safe
https://qr.nspk.ru/BD100026S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://0berbank.ru/account,danger
https://mHk0BQ.xyz/KfFYCF.bat,danger
https://XStazn.top/4ChZES.vbs,danger
https://9o4JJV.top/tsiOns.apk,danger
https://odDGSW.cf/jQb6gb.scr,danger
tg://resolve?domain=money_bot&start=claim_6163,suspicious
https://alfabank.ru/accounts,safe
https://yanоex.ru/login,danger
bank://payment?receiver=79009172918&amount=3000,suspicious
https://48Jkxi.ga/qjkrsW.scr,danger
https://оail.ru/secure,danger
https://alfaiank.ru/signin,danger
https://alfaeank.ru/verify,danger
https://еail.ru/signin,danger
https://v0.com/login,danger
https://M6uLON.cf/4szi6s.bat,danger
https://citilink.ru/checkout,safe
https://mvideo.ru/search?q=phone,safe
https://tinyurl.com/go?url=https://yandex-money.ml/transfer,danger
https://tinkoff.ru/settings,safe
https://qr.nspk.ru/BD100014S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://vtb.ru/profile,safe
https://kremlin.ru/services,safe
https://CLgR0O.top/I1A3zZ.bat,danger
https://tink6ff.ru/verify,danger
https://otb.ru/auth,danger
https://qr.nspk.ru/BD100045S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000111,safe
https://tinyurl.com/jump?dest=https://rshb-secure.cf/payment,danger
https://hoHyx6.xyz/6zUjzg.bat,danger
https://wildberries.ru/catalog,safe
https://xn--tnkoff-pvf.ru/business,danger
https://mos.ru/services/housing?district=central&type=payment,safe
https://xn--80ak6aa92e.com/login,danger
https://tinkoеf.ru/account,danger
https://youtube.com/profile,safe
https://qr.nspk.ru/BD100007S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000111,safe
https://vob.ru/login,danger
https://vt1.ru/account,danger
sber://transfer?account=79003771771&sum=1000,suspicious
https://Ifyqhw.xyz/PKY6go.apk,danger
https://GyOphT.cf/G4hWRn.vbs,danger
https://v1.com/auth,danger
https://rosreestr.gov.ru/services,safe
https://qr.nspk.ru/BD100012S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://mos.ru/news,safe
https://D04wzI.tk/TbIKSs.exe,danger
https://sb0rbank.ru/auth,danger
bank://payment?receiver=79008342917&amount=100000&reason=compensation,suspicious
https://rosreestr.gov.ru/faq,safe
sber://transfer?account=79007719150&sum=75000&comment=refund,suspicious
https://avito.ru/support,safe
https://citilink.ru/search?q=phone,safe
https://tinyurl.com/m31nhNu,suspicious
https://rosbank.ru/support,safe
https://raiffeisen.ru/profile,safe
https://raiffeisen.ru,safe
https://qr.nspk.ru/BD100022S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://tinkofо.ru/login,danger
https://gazprombank.ru/online?session=secure&device=mobile,safe
https://wildberries.ru/cart,safe
https://aail.ru/secure,danger
https://yandаx.ru/auth,danger
https://tinkoff.ru/payments,safe
https://mael.ru/account,danger
https://citilink.ru/account,safe
https://citilink.ru/catalog,safe
https://ppMKmg.ga/ay0x1B.bat,danger
https://gosuslugi.ru/news,safe
https://raiffeisen.ru/login,safe
tg://resolve?domain=bonus_bot&start=vip_36309,suspicious
https://qr.nspk.ru/BD100008S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://vt6.ru/login,danger
https://qr.nspk.ru/BD100003S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://qr.nspk.ru/BD100027S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://mvideo.ru/support,safe
https://ok.com/verify,danger
https://t6nkoff.ru/account,danger
https://fss.gov.ru/news,safe
ton://transfer?address=EQ9uxVATLInV5p7ByT8KG9ssn1bYQrII5jcwiwKoYfy4TSXk&amount=200,suspicious
whatsapp://send?phone=79005794501&text=Bonus%2031014,suspicious
https://google.com/profile,safe
https://nalog.gov.ru/appeal,safe
https://0berbank.ru/auth,danger
https://vtb.ru/offers,safe
https://rosbank.ru/profile,safe
https://bit.ly/NNIGNtvH,suspicious
https://mai1.ru/login,danger
https://tinkoff.ru/online,safe
bank://payment?receiver=79001197961&amount=75000&reason=bonus,suspicious
https://0lfabank.ru/login,danger
https://ozon.ru/promo,safe
https://rosbank.ru/online,safe
https://xn--lfabank-1fg.ru/auth,danger
https://pfr.gov.ru/payment,safe
https://vCkPX4.gq/fihslQ.vbs,danger
https://mos.ru/payment,safe
https://оk.com/signin,danger
https://sberbаnk.ru/secure,danger
https://VQN6wn.tk/DC9xR4.jar,danger
ton://transfer?address=EQoQwQDFLSx0EilbVaqzU9Ue591EuCpzcTxtLUKG2WGBZc9G&amount=500,suspicious
https://kremlin.ru/appeal,safe
https://gasuslugi.ru/verify,danger
https://1ail.ru/auth,danger
https://xn--tnkoff-pvf.ru/invest,danger
https://vob.ru/auth,danger
https://xn--80ak6aa92e.com/id,danger
sber://transfer?account=79006454719&sum=10000,suspicious
https://facebook.com/news,safe
https://rosbank.ru/support?topic=cards&priority=high,safe
https://fQrSO4.top/jfP4tO.msi,danger
https://tink6ff.ru/auth,danger
tg://resolve?domain=gift_bot&start=free_73499,suspicious
https://ltb.ru/login,danger
https://lamoda.ru/wishlist,safe
sber://transfer?account=79003362670&sum=75000&comment=bonus,suspicious
https://mai6.ru/login,danger
https://еandex.ru/account,danger
sberpay://pay?account=79001948246&amount=25000&message=urgent,suspicious
https://xn--ggle-55da.com/signin,danger
https://Y18it6.tk/DlytTN.vbs,danger
https://market.yandex.ru/support,safe
https://xn--sbrbank-8gg.ru/login,danger
https://2ttyYD.ml/UlwW1u.apk,danger
https://bit.ly/3xF4k2?redirect=https://fake-gosuslugi.ru/auth,danger
https://mXZe0X.xyz/ENpOSW.apk,danger
https://mtsbank.ru/credits,safe
https://alfabank.ru/online,safe
https://ok.ru/search,safe
https://VFgohB.tk/grxMp1.exe,danger
https://ozon.ru/product/123456?utm_source=qr&utm_campaign=promo,safe
https://tinkoff.ru/offers,safe
https://open.ru/payments,safe
https://tinkoff.ru/support,safe
https://x7CHHP.top/SNQLlp.vbs,danger
https://mtsbank.ru/cards,safe
https://open.ru/help,safe
https://gosuslugi.ru/documents,safe
https://rshb.ru/accounts,safe
bank://payment?receiver=79007117625&amount=20000,suspicious
https://goagle.com/signin,danger
https://qr.nspk.ru/BD100010S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
https://vtа.ru/signin,danger
bank://payment?receiver=79008751386&amount=7000,suspicious
https://vWqaTZ.gq/9EjHvI.vbs,danger
https://r86Zfn.xyz/LbWphJ.apk,danger
https://elfabank.ru/secure,danger
https://yindex.ru/login,danger
https://wildberries.ru/checkout,safe
https://vab.ru/account,danger
https://r4Eh0C.xyz/BfQ0tv.apk,danger
https://QBhoOw.gq/cjBwBe.exe,danger
tg://resolve?domain=promo_bot&start=free_14005,suspicious
https://leroymerlin.ru/checkout,safe
https://gazprombank.ru/offers,safe
https://mos.ru/services,safe
https://goo.gl/out?dest=https://gazprom-bank.cf/secure,danger
bank://payment?receiver=79006837210&amount=75000&reason=prize,suspicious
https://xn--yndex-4ve.ru/auth,danger
https://yandex.ru/login,safe
https://alfabaаk.ru/secure,danger
https://qr.nspk.ru/BD100030S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000222,safe
https://vk.com/search,safe
https://yan1ex.ru/account,danger
bank://payment?receiver=79008109939&amount=3000,suspicious
https://wikipedia.org/news,safe
https://gazprombank.ru/credits,safe
https://citilink.ru,safe
https://еoogle.com/login,danger
https://lail.ru/verify,danger
https://yan1ex.ru/secure,danger
https://yaniex.ru/verify,danger
https://vk.com/profile,safe
sberpay://pay?account=79006811431&amount=20000,suspicious
https://yandex.ru/profile,safe
https://market.yandex.ru/cart,safe
bank://payment?receiver=79000359558&amount=3000,suspicious
sber://transfer?account=79001925959&sum=200000&comment=cashback,suspicious
whatsapp://send?phone=79009301303&text=Limited%20time%20offer,suspicious
https://alf0bank.ru/login,danger
https://tinаoff.ru/secure,danger
https://mall.ru/secure,danger
https://open.ru/credits,safe
https://citilink.ru/cart,safe
https://government.ru/profile,safe
https://sberoank.ru/verify,danger
https://qr.nspk.ru/BD100036S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000111,safe
https://dns-shop.ru/promo,safe
https://gosuslugi.ru/payment,safe
https://avito.ru/wishlist,safe
https://WurWw5.tk/KHQI7C.msi,danger
tg://resolve?domain=prize_bot&start=free_21847,suspicious
https://tiikoff.ru/account,danger
https://xn--gsuslugi-nbh.ru/verify,danger
https://yandex.ru/news,safe
https://vе.com/verify,danger
https://qr.nspk.ru/BD100001S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000111,safe
https://BYOtDj.ml/BYZ8fO.apk,danger
https://xn--sbrbank-8gg.ru/cards,danger
sber://transfer?account=79007390018&sum=5000,suspicious
bank://payment?receiver=79008550171&amount=30000&reason=refund,suspicious
https://vtо.ru/login,danger
https://fss.gov.ru,safe
https://sberbank.ru/help,safe
whatsapp://send?phone=79006228483&text=Click%20to%20get%20gift,suspicious
https://yaedex.ru/signin,danger
ton://transfer?address=EQLy3W6UGBk0hopUUnyf6DdVG9gMf5yoTBhGkcw41C15Ii6H&amount=1000,suspicious
https://xn--sbrbank-8gg.ru/payment,danger
https://nalog.gov.ru/documents?year=2024&type=ndfl,safe
ton://transfer?address=EQcOg8NqTJJxxK3ep8nzYvX3a2BoFrjjLYOzuhPDKOzphKiF&amount=1000,suspicious
https://vе.com/account,danger
https://rshb.ru/credits,safe
https://tinkoef.ru/auth,danger
https://mtsbank.ru/profile,safe
https://ok.ru,safe
https://rosbank.ru/cards,safe
https://i9SF8d.cf/oeLMK8.scr,danger
https://leroymerlin.ru/wishlist,safe
https://citilink.ru/catalog/computers?brand=apple&instock=1,safe
https://bit.ly/Bwqsa,suspicious
https://eldorado.ru,safe
https://sberbank.ru/online,safe
https://0andex.ru/login,danger
bank://payment?receiver=79003503969&amount=40000,suspicious
https://pfr.gov.ru/documents,safe
https://tink0ff.ru/login,danger
https://cxxUwe.tk/TMVTuc.vbs,danger
https://ow.ly/dnSa5O5,suspicious
https://mos.ru/appeal,safe
https://googie.com/secure,danger
https://market.yandex.ru/search?text=laptop&delivery=today,safe
https://0andex.ru/signin,danger
https://gazprombank.ru/login,safe
https://goo0le.com/account,danger
https://rosbank.ru/settings,safe
bank://payment?receiver=79009695223&amount=7000,suspicious
https://eosuslugi.ru/login,danger
https://mtsbank.ru/online,safe
https://lamoda.ru/cart,safe
https://pBBGjx.ga/yWQdNu.scr,danger
https://gosusаugi.ru/auth,danger
https://raiffeisen.ru/offers,safe
https://dns-shop.ru/catalog,safe
https://gazprombank.ru/online,safe
https://cdIwrx.cf/Vr9Qh8.bat,danger
https://nalog.gov.ru,safe
sberpay://pay?account=79000555919&amount=100000&message=urgent,suspicious
https://xn--yndex-4ve.ru/passport,danger
whatsapp://send?phone=79000292051&text=Limited%20time%20offer,suspicious
https://lLNzAu.cf/Pliupq.exe,danger
https://wikipedia.org/search,safe
https://alfabank.ru/payments,safe
https://googae.com/secure,danger
https://XOj7h7.ga/12BGCS.bat,danger
https://rosbank.ru/credits,safe
sber://transfer?account=79001905660&sum=1000,suspicious
bank://payment?receiver=79007466403&amount=7000,suspicious
https://pfr.gov.ru/news,safe
https://government.ru/documents,safe
https://mos.ru/faq,safe
https://leroymerlin.ru,safe
https://rosbank.ru/accounts,safe
https://clck.ru/lbdHlgqS,suspicious
sber://transfer?account=79006170800&sum=10000,suspicious
https://soerbank.ru/verify,danger
https://raiffeisen.ru/credits,safe
https://xn--v-ttb.com/feed,danger
https://clck.ru/out?url=http://vk-auth.tk/oauth,danger
https://qr.nspk.ru/BD100004S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000222,safe
https://qr.nspk.ru/BD100039S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000222,safe
sberpay://pay?account=79003332487&amount=25000&message=urgent,suspicious
https://gazprombank.ru/cards,safe
https://lamoda.ru/search?q=phone,safe
https://kxRFZX.ml/yUBCet.bat,danger
https://youtube.com/login,safe
https://eldorado.ru/promo,safe
tg://resolve?domain=prize_bot&start=vip_70846,suspicious
https://avito.ru,safe
https://yan6ex.ru/account,danger
https://qr.nspk.ru/BD100034S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000222,safe
https://1tb.ru/login,danger
https://alfabank.ru/credits,safe
https://mos.ru/support,safe
sberpay://pay?account=79006541466&amount=50000&message=urgent,suspicious
https://e72i1h.gq/yh8ZU8.bat,danger
bank://payment?receiver=79000235629&amount=75000&reason=prize,suspicious
https://4MANXd.xyz/NwXQ7i.vbs,danger
https://gaogle.com/secure,danger
https://tinkeff.ru/auth,danger
https://rshb.ru/settings,safe
https://nalog.gov.ru/login,safe
https://vtb.ru/online,safe
sber://transfer?account=79007876452&sum=75000&comment=prize,suspicious
https://KZ5BDs.cf/6FEecA.scr,danger
https://IIPtbp.ml/UJcvd9.apk,danger
sberpay://pay?account=79000399378&amount=20000,suspicious
https://mail.ru/login,safe
https://mtsbank.ru/help,safe
https://xn--gsuslugi-nbh.ru/profile,danger
https://KGytvu.tk/eNGmWv.jar,danger
https://d7IPz2.top/A4drtg.vbs,danger
https://mtsbank.ru/support,safe
https://tinkoff.ru/payments?category=utilities&from=mobile,safe
https://open.ru/online,safe
https://mvideo.ru/orders,safe
https://vt0.ru/login,danger
whatsapp://send?phone=79003989181&text=Urgent%20payment%20required,suspicious
https://rosbank.ru/help,safe
https://lamoda.ru/c/15/shoes-women?sort=price_asc&page=2,safe
https://ZIKYoW.top/3a1iip.exe,danger
https://vtе.ru/secure,danger
https://open.ru,safe
https://qr.nspk.ru/BD100000S43DMVH01JB9CKJL8V8Q1TU9?type=01&bank=100000000333,safe
